codigo_actual,codigo_nuevo_propuesto,tipo_propuesto,familia_codigo_propuesta,familia_nombre_propuesta,subfamilia_propuesta,familia_actual,descripcion,unidad_medida,merma,precio_unidad,proveedor_precio,formato_compra,cantidad_formato_compra,unidad_formato_compra,precio_formato_compra,fecha_precio,url_precio,observaciones_precio,estado_revision,motivo_revision
ENVASE,ING-VAR-0001,ING,VAR,Varios / revisar,Varios,VARIOS,nan,kg,0.00,0.0000,,,,,,,,,revisar,descripcion vacía o no informativa; familia actual sin clasificar/varios
ING-0001,ING-CAR-0001,ING,CAR,Carnes y aves,Carnes y aves,CARNES,CARCASA POLLO,kg,0.00,1.5500,CONSUM,CONSUM carcasas de pollo,1.0000,kg,1.5500,2026-06-13,https://tienda.consum.es/es/c/frescos/carniceria/aves/2156,"Precio con IVA. €/kg. Uso para fondos, merma operativa 0%.",propuesto,familia o palabras clave carnes
ING-0002,ING-CAR-0002,ING,CAR,Carnes y aves,Carnes y aves,CARNES,CODORNIZ EXTRA CONG,kg,0.00,1.2300,,,,,,,,,propuesto,familia o palabras clave carnes
ING-0003,ING-CAR-0003,ING,CAR,Carnes y aves,Carnes y aves,CARNES,"CONEJO EVISCERADO 1-1,5K",kg,0.00,5.1700,,,,,,,,,propuesto,familia o palabras clave carnes
ING-0004,ING-CAR-0004,ING,CAR,Carnes y aves,Carnes y aves,CARNES,FOIE ESCALOPES 160G CONGELADO,kg,0.00,8.4300,,,,,,,,,propuesto,familia o palabras clave carnes
ING-0005,ING-CAR-0005,ING,CAR,Carnes y aves,Carnes y aves,CARNES,"GALLINA 3,5K",kg,0.00,7.8600,,,,,,,,,propuesto,familia o palabras clave carnes
ING-0006,ING-CAR-0006,ING,CAR,Carnes y aves,Carnes y aves,CARNES,HIGADILLOS POLLO,kg,0.00,2.3000,,,,,,,,,propuesto,familia o palabras clave carnes
ING-0007,ING-CAR-0007,ING,CAR,Carnes y aves,Carnes y aves,CARNES,JAMON DE PATO MARTIKO 100G,kg,0.00,5.8700,,,,,,,,,propuesto,familia o palabras clave carnes
ING-0008,ING-CAR-0008,ING,CAR,Carnes y aves,Carnes y aves,CARNES,MAGRET PATO mercadona 380 G,kg,0.00,7.2200,,,,,,,,,propuesto,familia o palabras clave carnes
ING-0009,ENV-ENV-0001,ENV,ENV,Envases y packaging,Envases / consumibles,CARNES,MAGRET PATO CONGELADO 300GR +/- MAKRO CAJA 8 UNIDADES,kg,5.00,18.9800,MAKRO,Magret de pato congelado 8 uds x 300 g,0.3000,kg,18.9800,2026-06-13,https://tienda.makro.es/shop/store/pv/BTY-X41127/0032/0021/Magret-de-pato-congelado-8-unidades-precio-kg,Precio con IVA/IGIC incluido. €/kg. Merma baja por recorte/grasa si se limpia.,propuesto,palabras clave envase/packaging
ING-0010,ING-CAR-0009,ING,CAR,Carnes y aves,Carnes y aves,CARNES,"PATO 2,5Kjose gonzalez",kg,0.00,18.4000,,,,,,,,,propuesto,familia o palabras clave carnes
ING-0011,ING-CAR-0010,ING,CAR,Carnes y aves,Carnes y aves,CARNES,PATO FOIE CORRIENTE CONGELADO 450 G MAKRO,kg,0.00,16.5300,,,,,,,,,propuesto,familia o palabras clave carnes
ING-0012,ING-CAR-0011,ING,CAR,Carnes y aves,Carnes y aves,CARNES,PATO FOIE ENTERO EXTRA CONGELADO 500-700G MAKRO,kg,0.00,32.5900,,,,,,,,,propuesto,familia o palabras clave carnes
ING-0013,ING-CAR-0012,ING,CAR,Carnes y aves,Carnes y aves,CARNES,PATO FOIE ENTERO FRESCO 600 G MAKRO,kg,0.00,27.9000,,,,,,,,,propuesto,familia o palabras clave carnes
ING-0014,ING-CAR-0013,ING,CAR,Carnes y aves,Carnes y aves,CARNES,PATO MUSLO DE CONFIT CONGELADO MAKRO,kg,20.00,14.4062,MAKRO,Muslo confit de pato congelado caja 6 uds x 267 g,1.6000,kg,23.0500,2026-06-13,https://tienda.makro.es/shop/store/pv/BTY-X147408/0032/0021/Muslo-confit-de-pato-congelado-caja-6-ud-267g-%281600-g%29,"Precio con IVA/IGIC incluido. Convertido a €/kg desde caja 1,6 kg.",propuesto,familia o palabras clave carnes
ING-0015,ING-CAR-0014,ING,CAR,Carnes y aves,Carnes y aves,CARNES,PATO FOIE GRAS LONCHEADO 150 G mercadona,kg,0.00,7.4500,,,,,,,,,propuesto,familia o palabras clave carnes
ING-0016,ING-CAR-0015,ING,CAR,Carnes y aves,Carnes y aves,CARNES,PAVO MUSLO FRESCO 350-450 G unidad jamoncito,kg,0.00,0.8200,,,,,,,,,propuesto,familia o palabras clave carnes
ING-0017,ING-CAR-0016,ING,CAR,Carnes y aves,Carnes y aves,CARNES,PICADA POLLO 380G,kg,0.00,2.2200,,,,,,,,,propuesto,familia o palabras clave carnes
ING-0018,ING-CAR-0017,ING,CAR,Carnes y aves,Carnes y aves,CARNES,POLLO ALAS,kg,25.00,4.5000,CONSUM,CONSUM alas de pollo bandeja 750 g aprox.,1.0000,kg,4.5000,2026-06-13,https://tienda.consum.es/es/p/alas-de-pollo/5336235,Precio con IVA. €/kg. Merma por hueso.,propuesto,familia o palabras clave carnes
ING-0019,ING-CAR-0018,ING,CAR,Carnes y aves,Carnes y aves,CARNES,POLLO CUARTO DELANTERO 550 G UNIDAD,kg,30.00,4.0900,CONSUM,CONSUM pollo troceado,1.0000,kg,4.0900,2026-06-13,https://tienda.consum.es/es/c/frescos/carniceria/aves/2156,Equivalente a cuarto delantero/troceado. Precio con IVA. €/kg. Merma por hueso.,propuesto,familia o palabras clave carnes
ING-0020,ING-CAR-0019,ING,CAR,Carnes y aves,Carnes y aves,CARNES,POLLO CUARTO TRASERO MUSLOS +/- 400gr,kg,30.00,3.4900,CONSUM,CONSUM cuarto trasero de pollo,1.0000,kg,3.4900,2026-06-13,https://tienda.consum.es/es/c/frescos/carniceria/aves/2156,Precio con IVA. €/kg. Merma por hueso.,propuesto,familia o palabras clave carnes
ING-0021,ING-CAR-0020,ING,CAR,Carnes y aves,Carnes y aves,CARNES,"POLLO LIMPIO ENTERO 1,5k/UNIDAD",kg,35.00,3.6000,CONSUM,Pollo limpio origen España pieza precio aprox.,1.0000,kg,3.6000,2026-06-13,https://tienda.consum.es/es/p/pollo-limpio-origen-espana/4378345,Precio con IVA. €/kg. Merma por hueso/carcasa.,propuesto,familia o palabras clave carnes
ING-0022,ING-CAR-0021,ING,CAR,Carnes y aves,Carnes y aves,CARNES,"POLLO LIMPIO ENTERO DE 2,5K/UNIDAD",kg,35.00,3.6000,CONSUM,Pollo limpio origen España pieza precio aprox.,1.0000,kg,3.6000,2026-06-13,https://tienda.consum.es/es/p/pollo-limpio-origen-espana/4378345,Precio con IVA. €/kg. Merma por hueso/carcasa.,propuesto,familia o palabras clave carnes
ING-0023,ING-CAR-0022,ING,CAR,Carnes y aves,Carnes y aves,CARNES,POLLO MOLLEJAS,kg,0.00,2.3000,,,,,,,,,propuesto,familia o palabras clave carnes
ING-0024,ING-CAR-0023,ING,CAR,Carnes y aves,Carnes y aves,CARNES,POLLO JAMONCITO 105 G /UNIDAD,kg,30.00,3.2900,MAKRO,Jamoncitos de pollo 130-150 g congelados caja 10 kg,0.1500,kg,3.2900,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X182714/0032/0021,Precio con IVA/IGIC incluido. €/kg. Merma por hueso.,propuesto,familia o palabras clave carnes
ING-0025,ING-CAR-0024,ING,CAR,Carnes y aves,Carnes y aves,CARNES,POLLO PECHUGA FILETEADA,kg,2.00,8.0000,CONSUM,CONSUM filetes pechuga de pollo,1.0000,kg,8.0000,2026-06-13,https://tienda.consum.es/es/c/frescos/carniceria/aves/2156,Precio con IVA. €/kg.,propuesto,familia o palabras clave carnes
ING-0026,ING-CAR-0025,ING,CAR,Carnes y aves,Carnes y aves,CARNES,POLLO PECHUGA LIMPIA,kg,3.00,7.2500,CONSUM,CONSUM pechugas de pollo origen España,1.0000,kg,7.2500,2026-06-13,https://tienda.consum.es/es/c/frescos/carniceria-corte/aves/4060,Precio con IVA. €/kg.,propuesto,familia o palabras clave carnes
ING-0027,ING-CAR-0026,ING,CAR,Carnes y aves,Carnes y aves,CARNES,POLLO PICANTON EXTRA mercadona 400g,kg,0.00,2.7400,,,,,,,,,propuesto,familia o palabras clave carnes
ING-0028,ING-CAR-0027,ING,CAR,Carnes y aves,Carnes y aves,CARNES,POLLO TRASEROS congelados MAKRO,kg,30.00,2.4900,MAKRO,Trasero de pollo congelado a granel caja 10 kg,1.0000,kg,2.4900,2026-06-13,https://tienda.makro.es/shop/category/alimentaci%C3%B3n-general/congelados/carne-congelada/pollos-y-aves,Precio con IVA/IGIC incluido. €/kg. Merma por hueso.,propuesto,familia o palabras clave carnes
ING-0029,ING-CAR-0028,ING,CAR,Carnes y aves,Carnes y aves,CARNES,PULARDA 2K CONGELADA MAKRO,kg,0.00,10.0000,,,,,,,,,propuesto,familia o palabras clave carnes
ING-0030,ING-CAR-0029,ING,CAR,Carnes y aves,Carnes y aves,CARNES,ALETA,kg,0.00,,,,,,,,,,propuesto,familia o palabras clave carnes
ING-0031,ING-CAR-0030,ING,CAR,Carnes y aves,Carnes y aves,CARNES,BABILLA entera,kg,0.00,12.9900,,,,,,,,,propuesto,familia o palabras clave carnes
ING-0032,ING-CAR-0031,ING,CAR,Carnes y aves,Carnes y aves,CARNES,CADERA entera,kg,0.00,14.9900,,,,,,,,,propuesto,familia o palabras clave carnes
ING-0033,ING-CAR-0032,ING,CAR,Carnes y aves,Carnes y aves,CARNES,CANAL MEDIA TERNERA,kg,0.00,6.0000,,,,,,,,,propuesto,familia o palabras clave carnes
ING-0034,ING-CAR-0033,ING,CAR,Carnes y aves,Carnes y aves,CARNES,CARRILLADA TERNERA,kg,6.00,17.5000,CONSUM,Carrillada de vacuno congelada pieza precio aprox.,1.0000,kg,17.5000,2026-06-13,https://tienda.consum.es/es/p/carrillada-de-vacuno-congelada/7468049,Precio con IVA. €/kg. Merma estimada por limpieza ligera.,propuesto,familia o palabras clave carnes
ING-0035,ING-CAR-0034,ING,CAR,Carnes y aves,Carnes y aves,CARNES,CECINA LONCHEADA 200G,kg,0.00,4.6700,,,,,,,,,propuesto,familia o palabras clave carnes
ING-0036,ING-CAR-0035,ING,CAR,Carnes y aves,Carnes y aves,CARNES,CONTRA/PLA,kg,0.00,10.9900,,,,,,,,,propuesto,familia o palabras clave carnes
ING-0037,ING-CAR-0036,ING,CAR,Carnes y aves,Carnes y aves,CARNES,COSTILLA ENTERA,kg,25.00,7.9900,CONSUM,Costilla de cerdo,1.0000,kg,7.9900,2026-06-13,https://tienda.consum.es/es/c/frescos/carniceria/cerdo/2159,Precio con IVA. €/kg. Merma estimada por hueso.,propuesto,familia o palabras clave carnes
ING-0038,ING-CAR-0037,ING,CAR,Carnes y aves,Carnes y aves,CARNES,DOBLADA,kg,0.00,10.0000,,,,,,,,,propuesto,familia o palabras clave carnes
ING-0039,ING-CAR-0038,ING,CAR,Carnes y aves,Carnes y aves,CARNES,ESPALDILLA / LLATA,kg,0.00,8.0000,,,,,,,,,propuesto,familia o palabras clave carnes
ING-0040,ING-CAR-0039,ING,CAR,Carnes y aves,Carnes y aves,CARNES,HAMBURGUESA MINI VACUNO 25 G X 20 UNIDADES,kg,0.00,3.4500,,,,,,,,,propuesto,familia o palabras clave carnes
ING-0041,ING-CAR-0040,ING,CAR,Carnes y aves,Carnes y aves,CARNES,HIGADO TERNERA,kg,0.00,,,,,,,,,,propuesto,familia o palabras clave carnes
ING-0042,ING-CAR-0041,ING,CAR,Carnes y aves,Carnes y aves,CARNES,HUESOS RODILLA TERNERA,kg,0.00,6.8800,MAKRO,METRO Chef huesos añojo bandeja precio kg,1.0000,kg,6.8800,2026-06-13,https://tienda.makro.es/shop/category/frescos/carne/casquer%C3%ADa/vacuno,"Precio con IVA/IGIC incluido. Uso para fondos, merma operativa 0%.",propuesto,familia o palabras clave carnes
ING-0043,ING-CAR-0042,ING,CAR,Carnes y aves,Carnes y aves,CARNES,HUESOS TERNERA,kg,0.00,6.8800,MAKRO,METRO Chef huesos añojo bandeja precio kg,1.0000,kg,6.8800,2026-06-13,https://tienda.makro.es/shop/category/frescos/carne/casquer%C3%ADa/vacuno,"Precio con IVA/IGIC incluido. Uso para fondos, merma operativa 0%.",propuesto,familia o palabras clave carnes
ING-0044,ING-CAR-0043,ING,CAR,Carnes y aves,Carnes y aves,CARNES,LENGUA CONGELADA,kg,0.00,4.9900,,,,,,,,,propuesto,familia o palabras clave carnes
ING-0045,ING-CAR-0044,ING,CAR,Carnes y aves,Carnes y aves,CARNES,LOMO ALTO,kg,12.00,19.7500,MAKRO,Lomo alto vaca +3 kg al vacío precio kg,1.0000,kg,19.7500,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X165895/0032/0021/Lomo-alto-vaca-%2B3-kg-precio-Kg,Precio con IVA/IGIC incluido. €/kg. Merma estimada por grasa/recorte.,propuesto,familia o palabras clave carnes
ING-0046,ING-CAR-0045,ING,CAR,Carnes y aves,Carnes y aves,CARNES,LOMO BAJO carnisseria sonia,kg,10.00,23.4900,MAKRO,Lomo bajo vaca +8 kg al vacío precio kg,1.0000,kg,23.4900,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X166844/0032/0021/Lomo-bajo-vaca-%2B8-kg-al-vac%C3%ADo-precio-Kg,Precio con IVA/IGIC incluido. €/kg. Merma estimada por limpieza.,propuesto,familia o palabras clave carnes
ING-0047,ING-CAR-0046,ING,CAR,Carnes y aves,Carnes y aves,CARNES,MOLLEJA DE TERNERA,kg,0.00,12.9900,,,,,,,,,propuesto,familia o palabras clave carnes
ING-0048,ING-CAR-0047,ING,CAR,Carnes y aves,Carnes y aves,CARNES,MORCILLO/ GARRETA,kg,0.00,10.0000,,,,,,,,,propuesto,familia o palabras clave carnes
ING-0049,ING-CAR-0048,ING,CAR,Carnes y aves,Carnes y aves,CARNES,OSOBUCCO,kg,0.00,8.9900,,,,,,,,,propuesto,familia o palabras clave carnes
ING-0050,ING-CAR-0049,ING,CAR,Carnes y aves,Carnes y aves,CARNES,PATA TERNERA,kg,0.00,3.9900,,,,,,,,,propuesto,familia o palabras clave carnes
ING-0051,ING-CAR-0050,ING,CAR,Carnes y aves,Carnes y aves,CARNES,PICADA TERNERA 800G MAKRO,kg,0.00,10.9800,CONSUM,CONSUM preparado picada de vacuno 400 g,0.4000,kg,4.3900,2026-06-13,https://tienda.consum.es/es/c/frescos/carniceria/2148,Precio con IVA. Convertido a €/kg.,propuesto,familia o palabras clave carnes
ING-0052,ING-CAR-0051,ING,CAR,Carnes y aves,Carnes y aves,CARNES,RABO TROCEADO CONGELADO,kg,25.00,15.4500,MAKRO,Rabo de vacuno cortado congelado precio kg,,,15.4500,2026-06-13,https://tienda.makro.es/shop/category/alimentaci%C3%B3n-general/congelados/carne-congelada/cerdo-y-cochinillo,Precio con IVA/IGIC incluido según categoría. €/kg. Merma por hueso.,propuesto,familia o palabras clave carnes
ING-0053,ING-CAR-0052,ING,CAR,Carnes y aves,Carnes y aves,CARNES,REDONDO/GALLON,kg,0.00,10.9900,,,,,,,,,propuesto,familia o palabras clave carnes
ING-0054,ING-CAR-0053,ING,CAR,Carnes y aves,Carnes y aves,CARNES,"SOLOMILLO VACA CONGELADO + 2,5K MAKRO",kg,10.00,28.5500,MAKRO,Solomillo de vaca congelado +3 kg precio kg,1.0000,kg,28.5500,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X50630/0032/0021/Solomillo-de-vaca-congelado-%2B-3kg-precio-kg,Precio con IVA/IGIC incluido. €/kg.,propuesto,familia o palabras clave carnes
ING-0055,ING-CAR-0054,ING,CAR,Carnes y aves,Carnes y aves,CARNES,"SOLOMILLO VACA FRESCO 2,2-2,4 K",kg,10.00,58.5000,CONSUM,Filete solomillo de ternera gallega,1.0000,kg,58.5000,2026-06-13,https://tienda.consum.es/es/c/frescos/carniceria-corte/vacuno/5280,Precio con IVA. €/kg. Referencia retail fresca; revisar si se compra pieza completa.,propuesto,familia o palabras clave carnes
ING-0056,ENV-ENV-0002,ENV,ENV,Envases y packaging,Envases / consumibles,CARNES,TAPA ENTERA,kg,0.00,10.9900,,,,,,,,,propuesto,palabras clave envase/packaging
ING-0057,ING-CAR-0055,ING,CAR,Carnes y aves,Carnes y aves,CARNES,TUETANO,kg,0.00,3.9900,,,,,,,,,propuesto,familia o palabras clave carnes
ING-0058,ING-CAR-0056,ING,CAR,Carnes y aves,Carnes y aves,CARNES,ABANICO CERDO IBÉRICO CONGELADO MAKRO 1K,kg,3.00,18.6500,MAKRO,"Abanico cerdo ibérico congelado calibre 0,8 kg/pieza",0.8000,kg,18.6500,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X151138/0032/0021/Abanico-de-cerdo-ib%C3%A9rico-congelado-precio-kg,Precio con IVA/IGIC incluido. €/kg. Merma baja por pieza limpia congelada.,propuesto,familia o palabras clave carnes
ING-0059,ING-CAR-0057,ING,CAR,Carnes y aves,Carnes y aves,CARNES,"AGUJA, ESPALDILLA",kg,0.00,4.9900,,,,,,,,,propuesto,familia o palabras clave carnes
ING-0060,ING-CAR-0058,ING,CAR,Carnes y aves,Carnes y aves,CARNES,BACON PIEZA,kg,0.00,7.2000,,,,,,,,,propuesto,familia o palabras clave carnes
ING-0061,ING-CAR-0059,ING,CAR,Carnes y aves,Carnes y aves,CARNES,BLANQUET,kg,0.00,6.5000,,,,,,,,,propuesto,familia o palabras clave carnes
ING-0062,ING-CAR-0060,ING,CAR,Carnes y aves,Carnes y aves,CARNES,CABEZA DE LOMO,kg,5.00,6.3500,CONSUM,Cabeza lomo de cerdo bandeja 600 g aprox.,0.6000,kg,6.3500,2026-06-13,https://tienda.consum.es/es/c/frescos/carniceria/cerdo/2159,Precio con IVA. €/kg. Merma estimada por grasa y recorte.,propuesto,familia o palabras clave carnes
ING-0063,ING-CAR-0061,ING,CAR,Carnes y aves,Carnes y aves,CARNES,CANAL CERDO,kg,0.00,,,,,,,,,,propuesto,familia o palabras clave carnes
ING-0064,ING-CAR-0062,ING,CAR,Carnes y aves,Carnes y aves,CARNES,CARETA CERDO,kg,15.00,6.9900,CONSUM,Caretas de cerdo origen España pieza precio aprox.,1.0000,kg,6.9900,2026-06-13,https://tienda.consum.es/es/c/frescos/carniceria-corte/cerdo/4062,Precio con IVA. €/kg. Merma estimada por limpieza y recortes.,propuesto,familia o palabras clave carnes
ING-0065,ING-CAR-0063,ING,CAR,Carnes y aves,Carnes y aves,CARNES,CARETA CERDO MEDIA SIN OREJA 420 g mercadona,kg,15.00,6.9900,CONSUM,Caretas de cerdo origen España pieza precio aprox.,1.0000,kg,6.9900,2026-06-13,https://tienda.consum.es/es/c/frescos/carniceria-corte/cerdo/4062,Equivalente sin ajuste por oreja. Precio con IVA. €/kg.,propuesto,familia o palabras clave carnes
ING-0066,ING-CAR-0064,ING,CAR,Carnes y aves,Carnes y aves,CARNES,CARRILLADA,kg,5.00,13.3900,CONSUM,Carrillada de cerdo bandeja 400 g aprox.,0.4000,kg,13.3900,2026-06-13,https://tienda.consum.es/es/c/frescos/carniceria/cerdo/2159,Precio con IVA. €/kg. Merma baja por pieza ya limpia.,propuesto,familia o palabras clave carnes
ING-0067,ING-CAR-0065,ING,CAR,Carnes y aves,Carnes y aves,CARNES,CHISTORRA,kg,0.00,6.7500,,,,,,,,,propuesto,familia o palabras clave carnes
ING-0068,ING-CAR-0066,ING,CAR,Carnes y aves,Carnes y aves,CARNES,CHORIZO GUISAR,kg,2.00,7.9900,CONSUM,Chorizo tipo pueblo,1.0000,kg,7.9900,2026-06-13,https://tienda.consum.es/es/c/frescos/carniceria/embutido/2166,Precio con IVA. €/kg. Equivalente para guisar.,propuesto,familia o palabras clave carnes
ING-0069,ING-CAR-0067,ING,CAR,Carnes y aves,Carnes y aves,CARNES,CHORIZO PICADILLO 800 gr,kg,0.00,6.0300,,,,,,,,,propuesto,familia o palabras clave carnes
ING-0070,ING-CAR-0068,ING,CAR,Carnes y aves,Carnes y aves,CARNES,CHORIZO SARTA,kg,2.00,7.9900,CONSUM,Chorizo tipo pueblo,1.0000,kg,7.9900,2026-06-13,https://tienda.consum.es/es/c/frescos/carniceria/embutido/2166,Precio con IVA. €/kg. Equivalente a chorizo sarta/pueblo.,propuesto,familia o palabras clave carnes
ING-0071,ING-CAR-0069,ING,CAR,Carnes y aves,Carnes y aves,CARNES,CHULETA CERDO CONGELADA CON HUESO 150G/CHULETA,kg,20.00,6.7400,CONSUM,Chuleta de lomo cerdo origen España,1.0000,kg,6.7400,2026-06-13,https://tienda.consum.es/es/c/frescos/carniceria-corte/cerdo/4062,Precio con IVA. €/kg. Merma estimada por hueso.,propuesto,familia o palabras clave carnes
ING-0072,ING-CAR-0070,ING,CAR,Carnes y aves,Carnes y aves,CARNES,CHULETERO LOMO ENTERO CON SOLOMILLO +/-10K,kg,12.00,7.1900,CONSUM,Filete lomo de cerdo origen España,1.0000,kg,7.1900,2026-06-13,https://tienda.consum.es/es/c/frescos/carniceria-corte/cerdo/4062,Equivalente lomo/chuletero. Precio con IVA. €/kg. Merma estimada por grasa y cordón.,propuesto,familia o palabras clave carnes
ING-0073,ING-CAR-0071,ING,CAR,Carnes y aves,Carnes y aves,CARNES,COCHINILLO CONGELADO2-4 K MAKRO,kg,35.00,16.4500,MAKRO,METRO Chef cochinillo 2-4 kg congelado,,,16.4500,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X219925/0032/0021/METRO-Chef-Cochinillo-2-4-Kg-congelado,Precio con IVA/IGIC incluido. €/kg. Merma por hueso y piel.,propuesto,familia o palabras clave carnes
ING-0074,ING-CAR-0072,ING,CAR,Carnes y aves,Carnes y aves,CARNES,COCHINILLO CONGELADO 4-5 K MAKRO,kg,35.00,18.1000,MAKRO,METRO Chef cochinillo 4-5 kg congelado,,,18.1000,2026-06-13,https://tienda.makro.es/ordercapture/uidispatcher/static/shop/pv/BTY-X216048/0032/0021/METRO-Chef-Cochinillo-4-5-Kg-congelado,Precio con IVA/IGIC incluido. €/kg. Merma por hueso y piel.,propuesto,familia o palabras clave carnes
ING-0075,ING-CAR-0073,ING,CAR,Carnes y aves,Carnes y aves,CARNES,COCHINILLO CONGELADO 5-6 K MAKRO,kg,35.00,14.2500,MAKRO,METRO Chef cochinillo 5-6 kg congelado,,,14.2500,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X51218/0032/0021/METRO-Chef-Cochinillo-5-6-kg-congelado-precio-kg,Precio con IVA/IGIC incluido. €/kg. Merma por hueso y piel.,propuesto,familia o palabras clave carnes
ING-0076,ING-CAR-0074,ING,CAR,Carnes y aves,Carnes y aves,CARNES,"COCHINILLO PIERNA CONGELADO 1,5-2,5K MAKRO",kg,30.00,14.8000,MAKRO,"METRO Chef pierna de cochinillo congelada 0,3-1 kg",1.0000,kg,14.8000,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X51006/0032/0021/METRO-Chef-Pierna-de-cochinillo-congelada-03-1-kg-precio-kg,Precio con IVA/IGIC incluido. €/kg. Merma por hueso.,propuesto,familia o palabras clave carnes
ING-0077,ING-CAR-0075,ING,CAR,Carnes y aves,Carnes y aves,CARNES,CODILLO FRESCO ENTERO carnisseria sonia,kg,0.00,3.2900,,,,,,,,,propuesto,familia o palabras clave carnes
ING-0078,ING-CAR-0076,ING,CAR,Carnes y aves,Carnes y aves,CARNES,CODILLO SALMUERIZADO,kg,0.00,4.8500,,,,,,,,,propuesto,familia o palabras clave carnes
ING-0079,ING-CAR-0077,ING,CAR,Carnes y aves,Carnes y aves,CARNES,COLA CERDO,kg,25.00,7.4900,CONSUM,Rabos de cerdo origen España,1.0000,kg,7.4900,2026-06-13,https://tienda.consum.es/es/c/frescos/carniceria-corte/cerdo/4062,Equivalente a cola/rabo de cerdo. Precio con IVA. €/kg. Merma por hueso/cartílago.,propuesto,familia o palabras clave carnes
ING-0080,ING-CAR-0078,ING,CAR,Carnes y aves,Carnes y aves,CARNES,"COMPANGO 1,5K",kg,0.00,11.8000,CONSUM,MAYBE compango asturiano 250 g,0.2500,kg,2.9500,2026-06-13,https://tienda.consum.es/es/p/compango-asturiano/7426898,"Precio con IVA. Convertido a €/kg; equivalente retail al formato 1,5 kg.",propuesto,familia o palabras clave carnes
ING-0081,ING-CAR-0079,ING,CAR,Carnes y aves,Carnes y aves,CARNES,COSTILLAR BANDA,kg,25.00,8.9900,CONSUM,Tira de costilla de cerdo origen España pieza 1 kg aprox.,1.0000,kg,8.9900,2026-06-13,https://tienda.consum.es/es/c/frescos/carniceria-corte/cerdo/4062,Precio con IVA. €/kg. Merma estimada por hueso.,propuesto,familia o palabras clave carnes
ING-0082,ING-CAR-0080,ING,CAR,Carnes y aves,Carnes y aves,CARNES,COSTILLAR BANDA TROCEADO,kg,25.00,7.9900,CONSUM,Costilla de cerdo,1.0000,kg,7.9900,2026-06-13,https://tienda.consum.es/es/c/frescos/carniceria/cerdo/2159,Precio con IVA. €/kg. Merma estimada por hueso.,propuesto,familia o palabras clave carnes
ING-0083,ING-CAR-0081,ING,CAR,Carnes y aves,Carnes y aves,CARNES,COSTILLAR CORTE FOSTER,kg,25.00,8.9900,CONSUM,Tira de costilla de cerdo origen España pieza 1 kg aprox.,1.0000,kg,8.9900,2026-06-13,https://tienda.consum.es/es/c/frescos/carniceria-corte/cerdo/4062,Equivalente costillar corte especial. Precio con IVA. €/kg.,propuesto,familia o palabras clave carnes
ING-0084,ING-CAR-0082,ING,CAR,Carnes y aves,Carnes y aves,CARNES,HAMBURGUESA MIXTA CONGELADA 32 UNIDADES,kg,0.00,9.9500,,,,,,,,,propuesto,familia o palabras clave carnes
ING-0085,ING-CAR-0083,ING,CAR,Carnes y aves,Carnes y aves,CARNES,HIGADO CERDO,kg,0.00,1.2900,,,,,,,,,propuesto,familia o palabras clave carnes
ING-0086,ING-CAR-0084,ING,CAR,Carnes y aves,Carnes y aves,CARNES,HUESO JAMON,kg,0.00,3.9900,,,,,,,,,propuesto,familia o palabras clave carnes
ING-0087,ING-CAR-0085,ING,CAR,Carnes y aves,Carnes y aves,CARNES,HUESOS CERDO,kg,0.00,6.6900,CONSUM,Espinazo de cerdo origen España,1.0000,kg,6.6900,2026-06-13,https://tienda.consum.es/es/c/frescos/carniceria-corte/cerdo/4062,Equivalente huesos/espinazo para fondos. Precio con IVA. €/kg. Merma 0% por uso completo en caldo.,propuesto,familia o palabras clave carnes
ING-0088,ING-CAR-0086,ING,CAR,Carnes y aves,Carnes y aves,CARNES,JAMON FRESCO ENTERO PIERNA 10-15 K,kg,0.00,3.9900,,,,,,,,,propuesto,familia o palabras clave carnes
ING-0089,ING-CAR-0087,ING,CAR,Carnes y aves,Carnes y aves,CARNES,JAMON IBERICO LONCHEADO 400G,kg,0.00,18.1100,,,,,,,,,propuesto,familia o palabras clave carnes
ING-0090,ING-CAR-0088,ING,CAR,Carnes y aves,Carnes y aves,CARNES,JAMON SERRANO A TAQUITOS 200 G mercadona,kg,0.00,13.9300,CONSUM,LORIENTE taquitos de jamón serrano 2 x 75 g,0.1500,kg,2.0900,2026-06-13,https://tienda.consum.es/es/c/frescos/charcuteria/curado/jamon/2016,Precio con IVA. Convertido a €/kg.,propuesto,familia o palabras clave carnes
ING-0091,ING-CAR-0089,ING,CAR,Carnes y aves,Carnes y aves,CARNES,JAMON SERRANO EN PIEZA,kg,5.00,12.2900,CONSUM,NAVIDUL jamón reserva 12 meses pieza 7-8 kg,1.0000,kg,12.2900,2026-06-13,https://tienda.consum.es/es/c/frescos/charcuteria-corte/4070,Precio con IVA. €/kg. Merma estimada por corte/corteza/hueso si se compra pieza.,propuesto,familia o palabras clave carnes
